-0.122	-0.323	-0.759	-1.195
-0.124	-0.319	-0.763	-1.207
-0.126	-0.326	-0.767	-1.208
-0.128	-0.324	-0.768	-1.212
-0.13	-0.329	-0.77	-1.211
-0.132	-0.334	-0.772	-1.21
-0.134	-0.34	-0.778	-1.216
-0.136	-0.34	-0.783	-1.226
-0.138	-0.344	-0.792	-1.24
-0.14	-0.348	-0.798	-1.248
-0.142	-0.358	-0.81	-1.262
-0.144	-0.368	-0.815	-1.262
-0.146	-0.393	-0.833	-1.273
-0.148	-0.405	-0.847	-1.289
-0.151	-0.411	-0.86	-1.309
-0.153	-0.412	-0.873	-1.334
-0.155	-0.417	-0.888	-1.359
-0.157	-0.423	-0.903	-1.383
-0.159	-0.43	-0.918	-1.406
-0.161	-0.428	-0.922	-1.416
-0.163	-0.422	-0.919	-1.416
-0.165	-0.413	-0.916	-1.419
-0.167	-0.413	-0.919	-1.425
-0.169	-0.409	-0.92	-1.431
-0.171	-0.403	-0.919	-1.435
-0.173	-0.404	-0.92	-1.436
-0.175	-0.406	-0.921	-1.436
-0.177	-0.414	-0.926	-1.438
-0.179	-0.434	-0.936	-1.438
-0.181	-0.436	-0.939	-1.442
-0.183	-0.452	-0.951	-1.45
-0.185	-0.465	-0.96	-1.455
-0.187	-0.483	-0.971	-1.459
-0.189	-0.502	-0.983	-1.464
-0.191	-0.509	-0.991	-1.473
-0.193	-0.508	-0.994	-1.48
-0.195	-0.503	-0.996	-1.489
-0.197	-0.51	-1.001	-1.492
-0.199	-0.503	-1.004	-1.505
-0.201	-0.504	-1.017	-1.53
-0.203	-0.511	-1.03	-1.549
-0.205	-0.518	-1.049	-1.58
-0.207	-0.534	-1.062	-1.59
-0.209	-0.541	-1.073	-1.605
-0.211	-0.539	-1.077	-1.615
-0.213	-0.539	-1.09	-1.641
-0.215	-0.538	-1.098	-1.658
-0.217	-0.534	-1.11	-1.686
-0.219	-0.545	-1.125	-1.705
-0.221	-0.542	-1.134	-1.726
-0.223	-0.544	-1.139	-1.734
-0.225	-0.534	-1.141	-1.748
-0.227	-0.531	-1.144	-1.757
-0.229	-0.54	-1.158	-1.776
-0.231	-0.557	-1.179	-1.801
-0.233	-0.579	-1.205	-1.831
-0.235	-0.599	-1.229	-1.859
-0.237	-0.621	-1.25	-1.879
-0.239	-0.641	-1.269	-1.897
-0.241	-0.673	-1.298	-1.923
-0.243	-0.699	-1.322	-1.945
-0.245	-0.716	-1.336	-1.956
-0.247	-0.724	-1.346	-1.968
-0.249	-0.727	-1.349	-1.971
-0.251	-0.723	-1.353	-1.983
-0.253	-0.741	-1.369	-1.997
-0.255	-0.753	-1.384	-2.015
-0.257	-0.765	-1.405	-2.045
-0.259	-0.774	-1.424	-2.074
-0.261	-0.775	-1.445	-2.115
-0.263	-0.787	-1.465	-2.143
-0.265	-0.785	-1.481	-2.177
-0.267	-0.795	-1.494	-2.193
-0.269	-0.798	-1.517	-2.236
-0.271	-0.814	-1.536	-2.258
-0.273	-0.817	-1.553	-2.289
-0.275	-0.827	-1.568	-2.309
-0.277	-0.814	-1.574	-2.334
-0.279	-0.812	-1.589	-2.366
-0.281	-0.818	-1.61	-2.402
-0.283	-0.826	-1.626	-2.426
-0.285	-0.842	-1.642	-2.442
-0.287	-0.849	-1.658	-2.467
-0.289	-0.858	-1.673	-2.488
-0.291	-0.866	-1.691	-2.516
-0.293	-0.875	-1.705	-2.535
-0.295	-0.886	-1.72	-2.554
-0.297	-0.901	-1.735	-2.569
-0.299	-0.912	-1.751	-2.59
-0.301	-0.918	-1.764	-2.61
-0.303	-0.917	-1.776	-2.635
-0.305	-0.911	-1.788	-2.665
-0.307	-0.915	-1.812	-2.709
-0.309	-0.922	-1.833	-2.744
-0.311	-0.934	-1.858	-2.782
-0.313	-0.937	-1.88	-2.823
-0.315	-0.946	-1.898	-2.85
-0.317	-0.956	-1.918	-2.88
-0.319	-0.975	-1.933	-2.891
-0.321	-0.989	-1.957	-2.925
-0.323	-1.014	-1.982	-2.95
-0.325	-1.023	-2.008	-2.993
-0.327	-1.046	-2.033	-3.02
-0.329	-1.057	-2.059	-3.061
-0.331	-1.07	-2.077	-3.084
-0.333	-1.083	-2.094	-3.105
-0.335	-1.097	-2.107	-3.117
-0.337	-1.122	-2.13	-3.138
-0.339	-1.137	-2.158	-3.179
-0.341	-1.152	-2.186	-3.22
-0.343	-1.157	-2.218	-3.279
-0.345	-1.167	-2.24	-3.313
-0.347	-1.163	-2.264	-3.365
-0.349	-1.168	-2.286	-3.404
-0.351	-1.178	-2.308	-3.438
-0.353	-1.19	-2.333	-3.476
-0.355	-1.21	-2.36	-3.51
-0.357	-1.23	-2.388	-3.546
-0.359	-1.254	-2.417	-3.58
-0.361	-1.281	-2.45	-3.619
-0.363	-1.304	-2.478	-3.652
-0.365	-1.331	-2.51	-3.689
-0.367	-1.363	-2.543	-3.723
-0.369	-1.385	-2.573	-3.761
-0.371	-1.418	-2.608	-3.798
-0.373	-1.434	-2.634	-3.834
-0.375	-1.46	-2.66	-3.86
-0.377	-1.485	-2.688	-3.891
-0.379	-1.51	-2.717	-3.924
-0.381	-1.532	-2.747	-3.962
-0.383	-1.559	-2.782	-4.005
-0.385	-1.582	-2.815	-4.048
-0.387	-1.608	-2.849	-4.09
-0.389	-1.621	-2.879	-4.137
-0.391	-1.638	-2.911	-4.184
-0.393	-1.638	-2.936	-4.234
-0.395	-1.661	-2.979	-4.297
-0.397	-1.665	-3.005	-4.345
-0.399	-1.689	-3.05	-4.411
-0.401	-1.703	-3.081	-4.459
-0.403	-1.717	-3.114	-4.511
-0.405	-1.763	-3.163	-4.563
-0.407	-1.781	-3.191	-4.601
-0.409	-1.822	-3.23	-4.638
-0.411	-1.836	-3.258	-4.68
-0.413	-1.862	-3.3	-4.738
-0.415	-1.877	-3.331	-4.785
-0.417	-1.894	-3.367	-4.84
-0.419	-1.91	-3.404	-4.898
-0.421	-1.92	-3.437	-4.954
-0.423	-1.94	-3.48	-5.02
-0.425	-1.972	-3.521	-5.07
-0.427	-1.99	-3.568	-5.146
-0.429	-2.012	-3.609	-5.206
-0.431	-2.038	-3.652	-5.266
-0.433	-2.063	-3.692	-5.321
-0.435	-2.089	-3.737	-5.385
-0.437	-2.118	-3.783	-5.448
-0.439	-2.143	-3.834	-5.525
-0.441	-2.168	-3.878	-5.588
-0.443	-2.205	-3.935	-5.665
-0.445	-2.241	-3.985	-5.729
-0.447	-2.275	-4.038	-5.801
-0.449	-2.309	-4.084	-5.859
-0.452	-2.356	-4.135	-5.914
-0.454	-2.401	-4.191	-5.981
-0.456	-2.451	-4.244	-6.037
-0.458	-2.478	-4.295	-6.112
-0.46	-2.504	-4.343	-6.182
-0.462	-2.529	-4.388	-6.247
-0.464	-2.55	-4.426	-6.302
-0.466	-2.581	-4.473	-6.365
-0.468	-2.602	-4.512	-6.422
-0.47	-2.636	-4.56	-6.484
-0.472	-2.659	-4.606	-6.553
-0.474	-2.701	-4.658	-6.615
-0.476	-2.735	-4.706	-6.677
-0.478	-2.784	-4.762	-6.74
-0.48	-2.822	-4.822	-6.822
-0.482	-2.858	-4.872	-6.886
-0.484	-2.889	-4.929	-6.969
-0.486	-2.938	-4.987	-7.036
-0.488	-2.984	-5.053	-7.122
-0.49	-3.021	-5.105	-7.189
-0.492	-3.086	-5.173	-7.26
-0.494	-3.134	-5.228	-7.322
-0.496	-3.194	-5.294	-7.394
-0.498	-3.242	-5.348	-7.454
-0.5	-3.291	-5.416	-7.541
-0.502	-3.324	-5.468	-7.612
-0.504	-3.361	-5.519	-7.677
-0.506	-3.414	-5.588	-7.762
-0.508	-3.463	-5.645	-7.827
-0.51	-3.509	-5.712	-7.915
-0.512	-3.559	-5.774	-7.989
-0.514	-3.594	-5.833	-8.072
-0.516	-3.648	-5.903	-8.158
-0.518	-3.705	-5.969	-8.233
-0.52	-3.76	-6.037	-8.314
-0.522	-3.817	-6.1	-8.383
-0.524	-3.869	-6.161	-8.453
-0.526	-3.92	-6.214	-8.508
-0.528	-3.96	-6.277	-8.594
-0.53	-4.025	-6.339	-8.653
-0.532	-4.071	-6.402	-8.733
-0.534	-4.138	-6.464	-8.79
-0.536	-4.182	-6.527	-8.872
-0.538	-4.248	-6.595	-8.942
-0.54	-4.303	-6.681	-9.059
-0.542	-4.345	-6.749	-9.153
-0.544	-4.383	-6.824	-9.265
-0.546	-4.42	-6.893	-9.366
-0.548	-4.471	-6.962	-9.453
-0.55	-4.512	-7.03	-9.548
-0.552	-4.553	-7.085	-9.617
-0.554	-4.595	-7.153	-9.711
-0.556	-4.648	-7.224	-9.8
-0.558	-4.715	-7.303	-9.891
-0.56	-4.784	-7.386	-9.988
-0.562	-4.853	-7.468	-10.083
-0.564	-4.911	-7.548	-10.185
-0.566	-4.965	-7.629	-10.293
-0.568	-5.039	-7.716	-10.393
-0.57	-5.098	-7.793	-10.488
-0.572	-5.169	-7.881	-10.593
-0.574	-5.242	-7.964	-10.686
-0.576	-5.307	-8.052	-10.797
-0.578	-5.375	-8.124	-10.873
-0.58	-5.432	-8.208	-10.984
-0.582	-5.503	-8.287	-11.071
-0.584	-5.566	-8.372	-11.178
-0.586	-5.639	-8.449	-11.259
-0.588	-5.705	-8.541	-11.377
-0.59	-5.772	-8.619	-11.466
-0.592	-5.834	-8.713	-11.592
-0.594	-5.907	-8.799	-11.691
-0.596	-5.97	-8.884	-11.798
-0.598	-6.031	-8.961	-11.891
-0.6	-6.062	-9.013	-11.964
